# operationId reconciliation — generated by gen_operation_id_reconciliation.php
# sources: R=route_inventory.txt (local snapshot of N)  S=next/.cache/swagger/openapi.yml  P=public_next/.../endpoints
# count.routes_total=377
# count.spec_paths=300
# count.spec_ops=347
# count.routes_in_spec=345
# count.routes_absent_in_spec=32
# count.spec_absent_in_routes=2
# count.explicit=40
# count.method_fallback=306
# count.spec_only=1
# count.missing=32
# count.in_p_client=347
# count.spec_in_p=347
# count.spec_not_in_p=0
# count.p_not_in_spec=0
# count.explicit_fn_matches_opid=40
# count.explicit_fn_mismatch=0
METHOD	path	controller::method	present_in_legacy_spec	legacy_operation_id	id_source	generated_function	generated_query_key	canonical_id
POST	/api/auth/reset-password/create-link	SpsNext\Auth\AuthController::createPasswordResetLink	Y	createPasswordResetLink	explicit	createPasswordResetLink	createPasswordResetLink	createPasswordResetLink
POST	/api/auth/reset-password/submit	SpsNext\Auth\AuthController::submitResetLink	Y	submitResetLink	explicit	submitResetLink	submitResetLink	submitResetLink
POST	/api/auth/reset-password/verify-link	SpsNext\Auth\AuthController::verifyResetLink	Y	verifyResetLink	explicit	verifyResetLink	verifyResetLink	verifyResetLink
POST	/api/auth/set-access-rules	SpsNext\Auth\AuthController::setAccessRules	Y	setAccessRules	explicit	setAccessRules	setAccessRules	setAccessRules
POST	/api/auth/verify-reset-code/without-email	SpsNext\Auth\AuthController::verifyResetCode	Y	verifyResetCode	explicit	verifyResetCode	verifyResetCode	verifyResetCode
POST	/api/auth/verify-restore-code	SpsNext\Auth\AuthController::verifyRestoreCode	Y	verifyRestoreCode	explicit	verifyRestoreCode	verifyRestoreCode	verifyRestoreCode
POST	/api/bring-friend/send-form-to-1c	SpsNext\LK\BringFriend\Controllers\BringFriendController::sendFormTo1c	Y	-	method-fallback	postApiBringFriendSendFormTo1c	postApiBringFriendSendFormTo1c	sendFormTo1c
POST	/api/core/update	SpsFW\Core\CoreUtilController::updateRoutes	Y	-	method-fallback	postApiCoreUpdate	postApiCoreUpdate	updateRoutes
POST	/api/core/update/routes	SpsFW\Core\CoreUtilController::updateOnlyRoutes	Y	-	method-fallback	postApiCoreUpdateRoutes	postApiCoreUpdateRoutes	updateOnlyRoutes
POST	/api/dining-room/review	SpsNext\LK\DiningRoom\Controllers\DiningRoomController::addReview	N	-	missing	-	-	addReview
POST	/api/driver/add	SpsNext\WorkSheets\Vehicle\Controllers\DriverOldController::addDriver	Y	-	method-fallback	postApiDriverAdd	postApiDriverAdd	addDriver
POST	/api/exchange-1c/employees	SpsNext\Exchange1C\Exchange1CController::employeesExchange	N	-	missing	-	-	employeesExchange
POST	/api/exchange/1c/employees	SpsNext\Exchange1C\Webhooks\Exchange1CWebhooksController::changeEmployeeLong	Y	-	method-fallback	postApiExchange1cEmployees	postApiExchange1cEmployees	changeEmployeeLong
POST	/api/exchange/1c/employees/directly	SpsNext\Exchange1C\Webhooks\Exchange1CWebhooksController::getEmployeeFrom1C	Y	-	method-fallback	postApiExchange1cEmployeesDirectly	postApiExchange1cEmployeesDirectly	getEmployeeFrom1C
POST	/api/exchange/1c/employees/emails	SpsNext\Exchange1C\Webhooks\Exchange1CWebhooksController::changeEmployeeEmails	Y	-	method-fallback	postApiExchange1cEmployeesEmails	postApiExchange1cEmployeesEmails	changeEmployeeEmails
POST	/api/exchange/1c/employees/internship-responsible	SpsNext\Exchange1C\Webhooks\Exchange1CWebhooksController::setInternshipResponsibilityAccessRules	Y	-	method-fallback	postApiExchange1cEmployeesInternshipResponsible	postApiExchange1cEmployeesInternshipResponsible	setInternshipResponsibilityAccessRules
POST	/api/exchange/1c/employees/metrics	SpsNext\Exchange1C\Webhooks\Exchange1CWebhooksController::changeEmployeeMetrics	Y	-	method-fallback	postApiExchange1cEmployeesMetrics	postApiExchange1cEmployeesMetrics	changeEmployeeMetrics
POST	/api/exchange/1c/employees/photos	SpsNext\Exchange1C\Webhooks\Exchange1CWebhooksController::changeEmployeePhotos	Y	-	method-fallback	postApiExchange1cEmployeesPhotos	postApiExchange1cEmployeesPhotos	changeEmployeePhotos
POST	/api/exchange/1c/positions	SpsNext\Exchange1C\Webhooks\Exchange1CWebhooksController::exchangePosition	Y	-	method-fallback	postApiExchange1cPositions	postApiExchange1cPositions	exchangePosition
POST	/api/exchange/1c/positions-array	SpsNext\Exchange1C\Webhooks\Exchange1CWebhooksController::exchangePositions	Y	-	method-fallback	postApiExchange1cPositionsArray	postApiExchange1cPositionsArray	exchangePositions
POST	/api/import/access-rules/bulk	SpsNext\Auth\AccessRules\Controllers\AccessRulesController::syncRulesBulk	N	-	missing	-	-	syncRulesBulk
POST	/api/import/access-rules/{code-1c}	SpsNext\Auth\AccessRules\Controllers\AccessRulesController::syncRulesFrom1c	Y	syncRulesFrom1c	explicit	syncRulesFrom1c	syncRulesFrom1c	syncRulesFrom1c
POST	/api/import/dining-room	SpsNext\LK\DiningRoom\Controllers\DiningRoomController::importAll	Y	-	method-fallback	postApiImportDiningRoom	postApiImportDiningRoom	importAll
POST	/api/import/dining-room/check	SpsNext\LK\DiningRoom\Controllers\DiningRoomController::importOne	Y	-	method-fallback	postApiImportDiningRoomCheck	postApiImportDiningRoomCheck	importOne
POST	/api/infostand	SpsNext\InfoStand\Controllers\InfoStandController::createRecord	Y	-	method-fallback	postApiInfostand	postApiInfostand	createRecord
POST	/api/infostand/{uuid}/add-files	SpsNext\InfoStand\Controllers\InfoStandController::addFilesInRecord	Y	-	method-fallback	postApiInfostandUuidAddFiles	postApiInfostandUuidAddFiles	addFilesInRecord
POST	/api/knowledge-base/create	SpsNext\KnowLedgeBase\KnowledgeBaseRestFullController::create	Y	-	method-fallback	postApiKnowledgeBaseCreate	postApiKnowledgeBaseCreate	create
POST	/api/knowledge-base/{uuid}/add-files	SpsNext\KnowLedgeBase\KnowledgeBaseRestFullController::addFilesInRecord	Y	-	method-fallback	postApiKnowledgeBaseUuidAddFiles	postApiKnowledgeBaseUuidAddFiles	addFilesInRecord
POST	/api/lk/times/policies	SpsNext\LK\Times\Controllers\TimesController::createPolicy	Y	-	method-fallback	postApiLkTimesPolicies	postApiLkTimesPolicies	createPolicy
POST	/api/lk/times/recalculate-workday	SpsNext\LK\Times\Controllers\TimesController::recalculateWorkday	Y	-	method-fallback	postApiLkTimesRecalculateWorkday	postApiLkTimesRecalculateWorkday	recalculateWorkday
POST	/api/lk/times/schedules	SpsNext\LK\Times\Controllers\TimesController::createSchedule	Y	-	method-fallback	postApiLkTimesSchedules	postApiLkTimesSchedules	createSchedule
POST	/api/locations/properties	SpsNext\Location\Controllers\LocationController::addLocationProperty	Y	-	method-fallback	postApiLocationsProperties	postApiLocationsProperties	addLocationProperty
POST	/api/locations/roles	SpsNext\Location\Controllers\LocationController::addLocationRole	Y	-	method-fallback	postApiLocationsRoles	postApiLocationsRoles	addLocationRole
POST	/api/media/commit	SpsNext\LK\Media\Controllers\MediaController::commit	Y	-	method-fallback	postApiMediaCommit	postApiMediaCommit	commit
POST	/api/media/release	SpsNext\LK\Media\Controllers\MediaController::release	Y	-	method-fallback	postApiMediaRelease	postApiMediaRelease	release
POST	/api/media/upload	SpsNext\LK\Media\Controllers\MediaController::upload	Y	-	method-fallback	postApiMediaUpload	postApiMediaUpload	upload
POST	/api/neuro/parse-id-birthday	SpsNext\Neuro\Controllers\NeuroController::parseIdBirthday	Y	parseIdBirthday	explicit	parseIdBirthday	parseIdBirthday	parseIdBirthday
POST	/api/news	SpsNext\LK\News\Controllers\NewsController::createNews	Y	-	method-fallback	postApiNews	postApiNews	createNews
POST	/api/news/all	SpsNext\News\NewsController::getAllNews	N	-	missing	-	-	getAllNews
POST	/api/news/create	SpsNext\News\NewsController::create	N	-	missing	-	-	create
POST	/api/news/extract-from-json	SpsNext\LK\News\Controllers\NewsController::extractFromJson	N	-	missing	-	-	extractFromJson
POST	/api/news/tags	SpsNext\LK\News\Controllers\NewsTagController::createTag	Y	-	method-fallback	postApiNewsTags	postApiNewsTags	createTag
POST	/api/news/upload-photo	SpsNext\LK\News\Controllers\NewsPhotoController::uploadPhoto	Y	-	method-fallback	postApiNewsUploadPhoto	postApiNewsUploadPhoto	uploadPhoto
POST	/api/news/{slug}/comments	SpsNext\LK\News\Controllers\NewsCommentController::addCommentBySlug	Y	-	method-fallback	postApiNewsSlugComments	postApiNewsSlugComments	addCommentBySlug
POST	/api/news/{slug}/view	SpsNext\LK\News\Controllers\NewsController::markViewBySlug	Y	-	method-fallback	postApiNewsSlugView	postApiNewsSlugView	markViewBySlug
POST	/api/notifications	SpsNext\LK\Notifications\Controllers\NotificationsController::createBroadcast	Y	-	method-fallback	postApiNotifications	postApiNotifications	createBroadcast
POST	/api/notifications/my/read	SpsNext\LK\Notifications\Controllers\NotificationsController::markMyNotificationsRead	Y	-	method-fallback	postApiNotificationsMyRead	postApiNotificationsMyRead	markMyNotificationsRead
POST	/api/notifications/push-subscriptions	SpsNext\LK\Notifications\Controllers\NotificationsController::upsertPushSubscription	Y	-	method-fallback	postApiNotificationsPushSubscriptions	postApiNotificationsPushSubscriptions	upsertPushSubscription
POST	/api/org-tree/department-functionality	SpsNext\LK\OrgTree\Controllers\OrgTreeController::updateDepartmentFunctionality	Y	-	method-fallback	postApiOrgTreeDepartmentFunctionality	postApiOrgTreeDepartmentFunctionality	updateDepartmentFunctionality
POST	/api/person/me/contacts/emails	SpsNext\Person\Contacts\Controllers\ContactsController::addEmail	Y	-	method-fallback	postApiPersonMeContactsEmails	postApiPersonMeContactsEmails	addEmail
POST	/api/person/me/contacts/emails/confirm	SpsNext\Person\Contacts\Controllers\ContactsController::confirmEmail	Y	-	method-fallback	postApiPersonMeContactsEmailsConfirm	postApiPersonMeContactsEmailsConfirm	confirmEmail
POST	/api/person/me/contacts/emails/resend	SpsNext\Person\Contacts\Controllers\ContactsController::resendEmail	Y	-	method-fallback	postApiPersonMeContactsEmailsResend	postApiPersonMeContactsEmailsResend	resendEmail
POST	/api/phone-book/notes	SpsNext\PhoneBook\Controllers\PhoneBookController::addNote	Y	-	method-fallback	postApiPhoneBookNotes	postApiPhoneBookNotes	addNote
POST	/api/phone-book/pinned/{code_1c}	SpsNext\PhoneBook\Controllers\PhoneBookController::pinnedUser	Y	-	method-fallback	postApiPhoneBookPinnedCode1c	postApiPhoneBookPinnedCode1c	pinnedUser
POST	/api/queue/send	SpsFW\Core\Queue\Controllers\QueueManagerController::send	Y	-	method-fallback	postApiQueueSend	postApiQueueSend	send
POST	/api/queue/worker/{workerId}/{action}	SpsFW\Core\Queue\Controllers\QueueManagerController::controlWorker	Y	-	method-fallback	postApiQueueWorkerWorkerIdAction	postApiQueueWorkerWorkerIdAction	controlWorker
POST	/api/release-update	SpsNext\LK\ReleaseUpdate\Controllers\ReleaseUpdateController::create	Y	-	method-fallback	postApiReleaseUpdate	postApiReleaseUpdate	create
POST	/api/release-update/tags	SpsNext\LK\ReleaseUpdate\Controllers\TagController::create	Y	-	method-fallback	postApiReleaseUpdateTags	postApiReleaseUpdateTags	create
POST	/api/release-update/{id}/add-tag	SpsNext\LK\ReleaseUpdate\Controllers\ReleaseUpdateController::addTagToUpdate	Y	-	method-fallback	postApiReleaseUpdateIdAddTag	postApiReleaseUpdateIdAddTag	addTagToUpdate
POST	/api/ticket/late	SpsNext\LK\Tickets\Controllers\TicketsController::setlate	N	-	missing	-	-	setlate
POST	/api/ticket/{uuid}/user-confirm	SpsNext\LK\Tickets\Controllers\TicketsController::userConfirm	Y	-	method-fallback	postApiTicketUuidUserConfirm	postApiTicketUuidUserConfirm	userConfirm
POST	/api/ticket/{uuid}/wrong	SpsNext\LK\Tickets\Controllers\TicketsController::wrong	Y	-	method-fallback	postApiTicketUuidWrong	postApiTicketUuidWrong	wrong
POST	/api/training-center/class-info	SpsNext\TrainingCenter\ClassInfo\Controllers\ClassInfoController::createClassInfo	Y	-	method-fallback	postApiTrainingCenterClassInfo	postApiTrainingCenterClassInfo	createClassInfo
POST	/api/training-center/complete-internship	SpsNext\TrainingCenter\ClassInfo\Controllers\ClassInfoController::completeInternship	Y	-	method-fallback	postApiTrainingCenterCompleteInternship	postApiTrainingCenterCompleteInternship	completeInternship
POST	/api/training-center/rate-internship	SpsNext\TrainingCenter\ClassInfo\Controllers\ClassInfoController::rateInternship	Y	-	method-fallback	postApiTrainingCenterRateInternship	postApiTrainingCenterRateInternship	rateInternship
POST	/api/training-center/set-internship-score	SpsNext\TrainingCenter\ClassInfo\Controllers\ClassInfoController::setInternshipScore	Y	-	method-fallback	postApiTrainingCenterSetInternshipScore	postApiTrainingCenterSetInternshipScore	setInternshipScore
POST	/api/training-center/set-noshow-status	SpsNext\TrainingCenter\ClassInfo\Controllers\ClassInfoController::setNoShowStatusForInternship	Y	-	method-fallback	postApiTrainingCenterSetNoshowStatus	postApiTrainingCenterSetNoshowStatus	setNoShowStatusForInternship
POST	/api/training-center/start-internship	SpsNext\TrainingCenter\ClassInfo\Controllers\ClassInfoController::startInternship	Y	-	method-fallback	postApiTrainingCenterStartInternship	postApiTrainingCenterStartInternship	startInternship
POST	/api/updates/add	SpsNext\SiteUpdates\SiteUpdateController::addUpdateInfo	N	-	missing	-	-	addUpdateInfo
POST	/api/users/admin-reset-password	SpsNext\Users\Controllers\UserController::adminResetPassword	Y	-	method-fallback	postApiUsersAdminResetPassword	postApiUsersAdminResetPassword	adminResetPassword
POST	/api/users/duplicate	SpsNext\Users\Controllers\UserController::deleteDuplicatesUsers	N	-	missing	-	-	deleteDuplicatesUsers
POST	/api/vehicle-reports/swap-drivers	SpsNext\WorkSheets\Vehicle\Controllers\VehicleReportsController::swapDrivers	Y	-	method-fallback	postApiVehicleReportsSwapDrivers	postApiVehicleReportsSwapDrivers	swapDrivers
POST	/api/vehicle/assign-by-date	SpsNext\WorkSheets\Vehicle\Controllers\VehicleController::assignByDate	Y	-	method-fallback	postApiVehicleAssignByDate	postApiVehicleAssignByDate	assignByDate
POST	/api/vehicle/link-add	SpsNext\WorkSheets\Vehicle\Controllers\VehicleController::addLink	Y	-	method-fallback	postApiVehicleLinkAdd	postApiVehicleLinkAdd	addLink
POST	/api/vehicle/link-remove	SpsNext\WorkSheets\Vehicle\Controllers\VehicleController::removeLink	Y	-	method-fallback	postApiVehicleLinkRemove	postApiVehicleLinkRemove	removeLink
POST	/api/vehicle/link-replace	SpsNext\WorkSheets\Vehicle\Controllers\VehicleController::replaceLink	Y	-	method-fallback	postApiVehicleLinkReplace	postApiVehicleLinkReplace	replaceLink
POST	/api/vehicle/trailer-attach	SpsNext\WorkSheets\Vehicle\Controllers\VehicleController::attachTrailer	Y	-	method-fallback	postApiVehicleTrailerAttach	postApiVehicleTrailerAttach	attachTrailer
POST	/api/vehicle/trailer-attach-by-report	SpsNext\WorkSheets\Vehicle\Controllers\VehicleController::attachTrailerByVehicleReport	Y	-	method-fallback	postApiVehicleTrailerAttachByReport	postApiVehicleTrailerAttachByReport	attachTrailerByVehicleReport
POST	/api/vehicle/trailer-detach	SpsNext\WorkSheets\Vehicle\Controllers\VehicleController::detachTrailer	Y	-	method-fallback	postApiVehicleTrailerDetach	postApiVehicleTrailerDetach	detachTrailer
POST	/api/vehicle/trailer-detach-by-report	SpsNext\WorkSheets\Vehicle\Controllers\VehicleController::detachTrailerByVehicleReport	Y	-	method-fallback	postApiVehicleTrailerDetachByReport	postApiVehicleTrailerDetachByReport	detachTrailerByVehicleReport
POST	/api/vehicle/{code_1c}/image	SpsNext\WorkSheets\Vehicle\Controllers\VehicleController::uploadVehicleImage	Y	-	method-fallback	postApiVehicleCode1cImage	postApiVehicleCode1cImage	uploadVehicleImage
POST	/api/worksheets/admin/links/{link_id}/location	SpsNext\WorkSheets\Links\Controllers\LinkController::moveAdminLinkLocation	Y	-	method-fallback	postApiWorksheetsAdminLinksLinkIdLocation	postApiWorksheetsAdminLinksLinkIdLocation	moveAdminLinkLocation
POST	/api/worksheets/admin/links/{link_id}/roles	SpsNext\WorkSheets\Links\Controllers\LinkController::addLinkRole	Y	-	method-fallback	postApiWorksheetsAdminLinksLinkIdRoles	postApiWorksheetsAdminLinksLinkIdRoles	addLinkRole
POST	/api/worksheets/admin/reports/{report_id}/driver	SpsNext\WorkSheets\Links\Controllers\LinkController::assignDriverToShift	Y	-	method-fallback	postApiWorksheetsAdminReportsReportIdDriver	postApiWorksheetsAdminReportsReportIdDriver	assignDriverToShift
POST	/api/worksheets/admin/reports/{report_id}/employees	SpsNext\WorkSheets\Links\Controllers\LinkController::addEmployeeToShift	Y	-	method-fallback	postApiWorksheetsAdminReportsReportIdEmployees	postApiWorksheetsAdminReportsReportIdEmployees	addEmployeeToShift
POST	/api/worksheets/admin/reports/{report_id}/reopen	SpsNext\WorkSheets\Links\Controllers\LinkController::reopenReport	Y	-	method-fallback	postApiWorksheetsAdminReportsReportIdReopen	postApiWorksheetsAdminReportsReportIdReopen	reopenReport
POST	/api/worksheets/employee-movement/arrival	SpsNext\WorkSheets\EmployeeMovement\Controllers\EmployeeMovementController::arrival	Y	-	method-fallback	postApiWorksheetsEmployeeMovementArrival	postApiWorksheetsEmployeeMovementArrival	arrival
POST	/api/worksheets/employee-movement/departure	SpsNext\WorkSheets\EmployeeMovement\Controllers\EmployeeMovementController::departure	Y	-	method-fallback	postApiWorksheetsEmployeeMovementDeparture	postApiWorksheetsEmployeeMovementDeparture	departure
POST	/api/worksheets/report-scans/upload	SpsNext\WorkSheets\Shared\Shifts\Controllers\ShiftController::uploadReportScans	Y	uploadWorksheetReportScans	explicit	uploadWorksheetReportScans	uploadWorksheetReportScans	uploadWorksheetReportScans
POST	/api/worksheets/user-report/{report_id}/update-metrics	SpsNext\WorkSheets\Shared\Shifts\Controllers\ShiftController::updateUserReport	Y	-	method-fallback	postApiWorksheetsUserReportReportIdUpdateMetrics	postApiWorksheetsUserReportReportIdUpdateMetrics	updateUserReport
POST	/api/worksheets/vehicle-repair	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::create	Y	-	method-fallback	postApiWorksheetsVehicleRepair	postApiWorksheetsVehicleRepair	create
POST	/api/worksheets/vehicle-repair-sheet/add	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::add	Y	-	method-fallback	postApiWorksheetsVehicleRepairSheetAdd	postApiWorksheetsVehicleRepairSheetAdd	add
POST	/api/worksheets/vehicle-repair-sheet/insert-info	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::insertInfo	Y	-	method-fallback	postApiWorksheetsVehicleRepairSheetInsertInfo	postApiWorksheetsVehicleRepairSheetInsertInfo	insertInfo
POST	/api/worksheets/vehicle-repair/from-repair-link	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::createFromRepairLink	Y	-	method-fallback	postApiWorksheetsVehicleRepairFromRepairLink	postApiWorksheetsVehicleRepairFromRepairLink	createFromRepairLink
POST	/api/worksheets/vehicle-repair/{uuid}/assign-driver	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::assignDriver	Y	-	method-fallback	postApiWorksheetsVehicleRepairUuidAssignDriver	postApiWorksheetsVehicleRepairUuidAssignDriver	assignDriver
POST	/api/worksheets/vehicle-repair/{uuid}/close	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::close	Y	-	method-fallback	postApiWorksheetsVehicleRepairUuidClose	postApiWorksheetsVehicleRepairUuidClose	close
POST	/api/worksheets/vehicle-repair/{uuid}/pause	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::pause	Y	-	method-fallback	postApiWorksheetsVehicleRepairUuidPause	postApiWorksheetsVehicleRepairUuidPause	pause
POST	/api/worksheets/vehicle-repair/{uuid}/remove-driver	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::removeDriver	Y	-	method-fallback	postApiWorksheetsVehicleRepairUuidRemoveDriver	postApiWorksheetsVehicleRepairUuidRemoveDriver	removeDriver
POST	/api/worksheets/vehicle-repair/{uuid}/resume	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::resume	Y	-	method-fallback	postApiWorksheetsVehicleRepairUuidResume	postApiWorksheetsVehicleRepairUuidResume	resume
POST	/api/worksheets/vehicle-repair/{uuid}/take-in-work	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::takeInWork	Y	-	method-fallback	postApiWorksheetsVehicleRepairUuidTakeInWork	postApiWorksheetsVehicleRepairUuidTakeInWork	takeInWork
POST	/api/worksheets/vehicle-repair/{uuid}/transfer	SpsNext\WorkSheets\Vehicle\Controllers\RepairController::transfer	Y	-	method-fallback	postApiWorksheetsVehicleRepairUuidTransfer	postApiWorksheetsVehicleRepairUuidTransfer	transfer
POST	/api/worksheets/vehicle/conservation	SpsNext\WorkSheets\Vehicle\Controllers\VehicleConservationController::add	Y	-	method-fallback	postApiWorksheetsVehicleConservation	postApiWorksheetsVehicleConservation	add
POST	/api/worksheets/vehicle/driver	SpsNext\WorkSheets\Vehicle\Controllers\VehicleDriverController::addDriver	Y	-	method-fallback	postApiWorksheetsVehicleDriver	postApiWorksheetsVehicleDriver	addDriver
POST	/api/worksheets/vehicle/driver/attachment/open	SpsNext\WorkSheets\Vehicle\Controllers\VehicleDriverAttachmentController::openVehicleDriverAttachment	Y	-	method-fallback	postApiWorksheetsVehicleDriverAttachmentOpen	postApiWorksheetsVehicleDriverAttachmentOpen	openVehicleDriverAttachment
POST	/api/worksheets/vehicle/location	SpsNext\WorkSheets\Vehicle\Controllers\VehicleLocationController::addLocation	Y	-	method-fallback	postApiWorksheetsVehicleLocation	postApiWorksheetsVehicleLocation	addLocation
POST	/api/worksheets/vehicle/location-contacts/mechanic	SpsNext\WorkSheets\Vehicle\Controllers\LocationContactsController::addMechanic	Y	-	method-fallback	postApiWorksheetsVehicleLocationContactsMechanic	postApiWorksheetsVehicleLocationContactsMechanic	addMechanic
POST	/api/worksheets/vehicle/location-contacts/medic	SpsNext\WorkSheets\Vehicle\Controllers\LocationContactsController::addMedic	Y	-	method-fallback	postApiWorksheetsVehicleLocationContactsMedic	postApiWorksheetsVehicleLocationContactsMedic	addMedic
POST	/api/worksheets/vehicle/location-contacts/phone	SpsNext\WorkSheets\Vehicle\Controllers\LocationContactsController::addPhone	Y	-	method-fallback	postApiWorksheetsVehicleLocationContactsPhone	postApiWorksheetsVehicleLocationContactsPhone	addPhone
POST	/api/worksheets/vehicle/transit	SpsNext\WorkSheets\Vehicle\Controllers\TransitController::create	Y	-	method-fallback	postApiWorksheetsVehicleTransit	postApiWorksheetsVehicleTransit	create
POST	/api/worksheets/vehicle/transit/{uuid}/close	SpsNext\WorkSheets\Vehicle\Controllers\TransitController::close	Y	-	method-fallback	postApiWorksheetsVehicleTransitUuidClose	postApiWorksheetsVehicleTransitUuidClose	close
POST	/core/update	SpsFW\Core\CoreUtilController::coreUpdate	N	-	missing	-	-	coreUpdate
POST	/swagger/update	SpsFW\Core\CoreUtilController::updateDocs	Y	-	method-fallback	postSwaggerUpdate	postSwaggerUpdate	updateDocs
PUT	/api/infostand/{uuid}	SpsNext\InfoStand\Controllers\InfoStandController::editRecordName	Y	-	method-fallback	putApiInfostandUuid	putApiInfostandUuid	editRecordName
PUT	/api/knowledge-base/{uuid}/update-name	SpsNext\KnowLedgeBase\KnowledgeBaseRestFullController::updateRecordName	Y	-	method-fallback	putApiKnowledgeBaseUuidUpdateName	putApiKnowledgeBaseUuidUpdateName	updateRecordName
PUT	/api/lk/times/policies/{uuid}	SpsNext\LK\Times\Controllers\TimesController::updatePolicy	Y	-	method-fallback	putApiLkTimesPoliciesUuid	putApiLkTimesPoliciesUuid	updatePolicy
PUT	/api/lk/times/schedules/{uuid}	SpsNext\LK\Times\Controllers\TimesController::updateSchedule	Y	-	method-fallback	putApiLkTimesSchedulesUuid	putApiLkTimesSchedulesUuid	updateSchedule
PUT	/api/news/comments/{comment-uuid}/like	SpsNext\LK\News\Controllers\NewsCommentController::putLike	Y	-	method-fallback	putApiNewsCommentsCommentUuidLike	putApiNewsCommentsCommentUuidLike	putLike
PUT	/api/news/{slug}	SpsNext\LK\News\Controllers\NewsController::updateNewsBySlug	Y	-	method-fallback	putApiNewsSlug	putApiNewsSlug	updateNewsBySlug
PUT	/api/news/{slug}/like	SpsNext\LK\News\Controllers\NewsController::putLikeBySlug	Y	-	method-fallback	putApiNewsSlugLike	putApiNewsSlugLike	putLikeBySlug
PUT	/api/tickets/{ticket_uuid}/confirm	SpsNext\LK\Tickets\Controllers\TicketsController::confirm	N	-	missing	-	-	confirm
PUT	/api/tickets/{ticket_uuid}/refusal	SpsNext\LK\Tickets\Controllers\TicketsController::refusal	N	-	missing	-	-	refusal
PUT	/api/worksheets/link/{link_id}/update-name	SpsNext\WorkSheets\Links\Controllers\LinkController::updateName	Y	-	method-fallback	putApiWorksheetsLinkLinkIdUpdateName	putApiWorksheetsLinkLinkIdUpdateName	updateName
PUT	/api/worksheets/vehicle/driver	SpsNext\WorkSheets\Vehicle\Controllers\VehicleDriverController::replaceDriver	Y	-	method-fallback	putApiWorksheetsVehicleDriver	putApiWorksheetsVehicleDriver	replaceDriver
PUT	/api/worksheets/vehicle/driver/attachment/close	SpsNext\WorkSheets\Vehicle\Controllers\VehicleDriverAttachmentController::closeVehicleDriverAttachment	Y	-	method-fallback	putApiWorksheetsVehicleDriverAttachmentClose	putApiWorksheetsVehicleDriverAttachmentClose	closeVehicleDriverAttachment
PUT	/api/worksheets/vehicle/driver/set-hours	SpsNext\WorkSheets\Vehicle\Controllers\VehicleDriverController::setVehicleDriverHistoryHours	Y	-	method-fallback	putApiWorksheetsVehicleDriverSetHours	putApiWorksheetsVehicleDriverSetHours	setVehicleDriverHistoryHours
PUT	/api/worksheets/vehicle/location	SpsNext\WorkSheets\Vehicle\Controllers\VehicleLocationController::replaceLocation	Y	-	method-fallback	putApiWorksheetsVehicleLocation	putApiWorksheetsVehicleLocation	replaceLocation
PUT	/api/worksheets/vehicle/location-contacts/mechanic	SpsNext\WorkSheets\Vehicle\Controllers\LocationContactsController::replaceMechanic	Y	-	method-fallback	putApiWorksheetsVehicleLocationContactsMechanic	putApiWorksheetsVehicleLocationContactsMechanic	replaceMechanic
PUT	/api/worksheets/vehicle/location-contacts/medic	SpsNext\WorkSheets\Vehicle\Controllers\LocationContactsController::replaceMedic	Y	-	method-fallback	putApiWorksheetsVehicleLocationContactsMedic	putApiWorksheetsVehicleLocationContactsMedic	replaceMedic
PUT	/api/worksheets/vehicle/location-contacts/phone	SpsNext\WorkSheets\Vehicle\Controllers\LocationContactsController::replacePhone	Y	-	method-fallback	putApiWorksheetsVehicleLocationContactsPhone	putApiWorksheetsVehicleLocationContactsPhone	replacePhone
PUT	/api/worksheets/vehicle/location-contacts/print-settings	SpsNext\WorkSheets\Vehicle\Controllers\LocationContactsController::replacePrintSettings	Y	-	method-fallback	putApiWorksheetsVehicleLocationContactsPrintSettings	putApiWorksheetsVehicleLocationContactsPrintSettings	replacePrintSettings
